time,value,health_index
2017-05-10,19.384016036987305,0.8177734848565861
2017-05-11,19.384016036987305,0.8177734848565861
2017-05-12,19.330307006835934,0.8429009456746208
2017-05-13,19.44551086425781,0.7892331682416092
2017-05-14,19.483652114868164,0.7716699153629578
2017-05-15,19.276596069335934,0.8681902849381662
2017-05-16,19.360666275024414,0.8286761494209225
2017-05-17,19.28360366821289,0.8648825774312079
2017-05-18,18.945770263671875,0.9740431386056465
2017-05-19,18.892059326171875,0.9483615831801776
2017-05-20,18.960559844970703,0.981120547600865
2017-05-21,18.96834373474121,0.9848460839856253
2017-05-22,18.87649154663086,0.9409267794708807
2017-05-23,18.953556060791016,0.9777687360374566
2017-05-24,18.87649154663086,0.9409267794708807
2017-05-25,18.791645050048828,0.9005132823416923
2017-05-26,18.75349998474121,0.8824216809813706
2017-05-27,18.93020439147949,0.9665964605891884
2017-05-28,18.81499671936035,0.9116147858355242
2017-05-29,18.761289596557614,0.8861115053065352
2017-05-30,18.86092567443848,0.933498030179545
2017-05-31,18.783863067626953,0.8968178980780841
2017-06-01,18.791645050048828,0.9005132823416923
2017-06-02,18.791645050048828,0.9005132823416923
2017-06-03,18.637521743774414,0.8278288730985721
2017-06-04,18.59159278869629,0.8064221095913677
2017-06-05,18.799428939819336,0.9042117307792557
2017-06-06,18.491958618164066,0.7604995700340114
2017-06-07,18.5456657409668,0.7851602849423444
2017-06-08,18.476388931274414,0.7533944773495787
2017-06-09,18.58380889892578,0.8028080197642921
2017-06-10,18.5145320892334,0.7708366114414741
2017-06-11,18.63051414489746,0.8245540373297113
2017-06-12,18.607160568237305,0.8136626303686806
2017-06-13,18.569019317626953,0.7959528270899843
2017-06-14,18.45303726196289,0.742777351029776
2017-06-15,18.276336669921875,0.6641446667335039
2017-06-16,18.38375663757324,0.7115717408287787
2017-06-17,18.375972747802734,0.7080945796055435
2017-06-18,18.33782958984375,0.6911445912618466
2017-06-19,18.26077079772949,0.6573769858411502
2017-06-20,18.214841842651367,0.6375729709365707
2017-06-21,17.991437911987305,0.5450878036055378
2017-06-22,17.999221801757812,0.5481951013355502
