time,value,health_index
2017-05-10,127.56227111816406,0.00843008591324712
2017-05-11,127.56227111816406,0.00843008591324712
2017-05-12,118.6494598388672,0.19448706688874107
2017-05-13,135.06097412109378,0.00017049424754245202
2017-05-14,133.84146118164062,0.00034859941307674447
2017-05-15,121.02362060546876,0.09822038386438203
2017-05-16,137.55839538574222,3.568772228401684e-05
2017-05-17,126.40763854980469,0.01384940787478306
2017-05-18,112.43513488769531,0.714909696061186
2017-05-19,121.27660369873048,0.0907431502205791
2017-05-20,124.54592895507812,0.02911770053494256
2017-05-21,129.61210632324222,0.0032629379611635034
2017-05-22,127.75039672851562,0.007754885592075267
2017-05-23,134.93124389648438,0.0001842498414625915
2017-05-24,133.07601928710938,0.000537367944783318
2017-05-25,128.13960266113278,0.006509649709017351
2017-05-26,130.76673889160156,0.001839381539759266
2017-05-27,135.89128112792972,0.00010288214777331994
2017-05-28,133.26414489746094,0.0004837046922585575
2017-05-29,132.88142395019528,0.0005986758524672009
2017-05-30,136.53347778320312,6.890898720413041e-05
2017-05-31,134.48365783691406,0.00024014339072642166
2017-06-01,137.24052429199222,4.38725126590267e-05
2017-06-02,141.34017944335938,2.5885638736955485e-06
2017-06-03,139.03736877441406,1.3269969501461532e-05
2017-06-04,142.1769561767578,1.389231120807466e-06
2017-06-05,139.03736877441406,1.3269969501461532e-05
2017-06-06,119.99870300292969,0.13366480507402367
2017-06-07,118.0721435546875,0.22596381057904358
2017-06-08,136.02101135253906,9.494814844512867e-05
2017-06-09,137.55839538574222,3.568772228401684e-05
2017-06-10,134.35392761230472,0.00025910422986386017
2017-06-11,140.7044677734375,4.111396192163497e-06
2017-06-12,149.80540466308594,2.360775352983069e-09
2017-06-13,145.958740234375,6.897876025924177e-08
2017-06-14,129.48236083984378,0.003473963087984755
2017-06-15,134.35392761230472,0.00025910422986386017
2017-06-16,144.8689727783203,1.6919314704821886e-07
2017-06-17,140.12715148925778,6.21110594489771e-06
2017-06-18,139.80279541015622,7.80663923261038e-06
2017-06-19,142.6245574951172,9.896588863966826e-07
2017-06-20,120.76414489746094,0.1063926357183953
2017-06-21,106.7916488647461,0.6303369309316762
2017-06-22,112.56487274169922,0.7004367908683871
2017-06-23,129.99481201171878,0.002706701833802283
2017-06-24,141.34017944335938,2.5885638736955485e-06
2017-06-25,145.958740234375,6.897876025924177e-08
2017-06-26,139.73794555664062,8.169549375658391e-06
2017-06-27,130.5721435546875,0.0020299061955182385
2017-06-28,137.68812561035156,3.278309443843774e-05
2017-06-29,143.20187377929688,6.349199328514743e-07
2017-06-30,139.61468505859378,8.90425923394389e-06
2017-07-01,141.2169189453125,2.8334485853154234e-06
2017-07-02,137.88272094726562,2.8843756893603967e-05
2017-07-03,140.25039672851562,5.690897429522224e-06
2017-07-04,136.53347778320312,6.890898720413041e-05
2017-07-05,143.908935546875,3.650387612186279e-07
2017-07-06,125.31785583496094,0.021580101221240433
2017-07-07,151.27789306640625,5.95248073054222e-10
2017-07-08,134.16581726074222,0.0002891039457166844
2017-07-09,132.49870300292972,0.0007386789080767731
2017-07-10,134.22418212890622,0.0002794644448269601
2017-07-11,139.93254089355472,7.126292965731196e-06
2017-07-12,130.50726318359378,0.002097348951006328
2017-07-13,143.0721435546875,7.019566314880876e-07
2017-07-14,135.25558471679688,0.0001516586112468854
2017-07-15,141.34017944335938,2.5885638736955485e-06
2017-07-16,140.380126953125,5.188472169903591e-06
2017-07-17,137.55839538574222,3.568772228401684e-05
2017-07-18,135.44369506835938,0.00013532832567753061
2017-07-19,135.95616149902344,9.883908559205068e-05
2017-07-20,145.51116943359375,1.0002667760744544e-07
2017-07-21,137.75299072265622,3.141640959980485e-05
2017-07-22,135.31396484375,0.0001464018552990165
2017-07-23,139.93254089355472,7.126292965731196e-06
2017-07-24,135.31396484375,0.0001464018552990165
2017-07-25,135.76805114746094,0.0001109947175141901
2017-07-26,134.86637878417972,0.0001915125901688075
2017-07-27,134.801513671875,0.00019904375476520464
2017-07-28,132.49870300292972,0.0007386789080767731
2017-07-29,126.14816284179688,0.01542582056836661
2017-07-30,126.14816284179688,0.01542582056836661
2017-07-31,126.14816284179688,0.01542582056836661
2017-08-01,126.14816284179688,0.01542582056836661
2017-08-02,125.76544189453124,0.01803901690409493
2017-08-03,145.69927978515625,8.560754993780506e-08
2017-08-04,136.02101135253906,9.494814844512867e-05
2017-08-05,130.31915283203122,0.0023046736376333143
2017-08-06,133.19927978515622,0.0005016160076711795
2017-08-07,132.68682861328122,0.0006664435495109533
2017-08-08,130.31915283203122,0.0023046736376333143
2017-08-09,124.93513488769531,0.02507338450087704
2017-08-10,137.81785583496094,3.010397513625307e-05
2017-08-11,138.07084655761722,2.546629319244431e-05
2017-08-12,128.84017944335938,0.0047129303599611205
2017-08-13,131.53218078613278,0.0012386509290767123
2017-08-14,126.79035949707031,0.011783783813140492
2017-08-15,129.61210632324222,0.0032629379611635034
2017-08-16,132.6219482421875,0.000690579221231058
2017-08-17,140.380126953125,5.188472169903591e-06
2017-08-18,138.52491760253906,1.8795624856515758e-05
2017-08-19,129.54722595214844,0.0033669578111443776
2017-08-20,127.11469268798828,0.010252230634086423
2017-08-21,135.06097412109378,0.00017049424754245202
2017-08-22,139.67306518554688,8.548735413560493e-06
2017-08-23,122.4961166381836,0.060872903903452125
2017-08-24,128.2044677734375,0.006320569369120399
2017-08-25,132.17437744140622,0.0008805243821830011
2017-08-26,133.01116943359378,0.000557117486640335
2017-08-27,128.84017944335938,0.0047129303599611205
2017-08-28,131.27919006347656,0.001413507732330288
2017-08-29,134.93124389648438,0.0001842498414625915
2017-08-30,125.18812561035156,0.022713542242569495
2017-08-31,131.85650634765622,0.0010436925650905149
2017-09-01,126.92008972167969,0.011148369718551931
2017-09-02,134.41879272460938,0.00024945489613603655
