time,value,health_index
2017-05-10,127.4974136352539,0.008674774567038579
2017-05-11,127.4974136352539,0.008674774567038579
2017-05-12,123.8453598022461,0.03781965563318268
2017-05-13,132.56358337402344,0.0007129827741514383
2017-05-14,137.49351501464844,3.7230481545469374e-05
2017-05-15,123.5858917236328,0.04156155922833471
2017-05-16,134.61338806152344,0.00022249028156284822
2017-05-17,81.66840362548828,2.140193091360043e-05
2017-05-18,110.50856018066406,0.939193133340569
2017-05-19,126.60223388671876,0.012762270910493312
2017-05-20,129.61210632324222,0.0032629379611635034
2017-05-21,137.75299072265622,3.141640959980485e-05
2017-05-22,138.52491760253906,1.8795624856515758e-05
2017-05-23,139.93254089355472,7.126292965731196e-06
2017-05-24,135.89128112792972,0.00010288214777331994
2017-05-25,133.19927978515622,0.0005016160076711795
2017-05-26,136.53347778320312,6.890898720413041e-05
2017-05-27,137.11079406738278,4.770011022925402e-05
2017-05-28,141.34017944335938,2.5885638736955485e-06
2017-05-29,135.89128112792972,0.00010288214777331994
2017-05-30,139.48495483398438,9.745554001350243e-06
2017-05-31,139.29035949707028,1.1151251254171157e-05
2017-06-01,136.6632080078125,6.348148977108892e-05
2017-06-02,143.96730041503906,3.4856630626300955e-07
2017-06-03,146.34146118164062,5.002566916267881e-08
2017-06-04,141.02232360839844,3.2658751476510872e-06
2017-06-05,146.40634155273438,4.7359014043735215e-08
2017-06-06,132.56358337402344,0.0007129827741514383
2017-06-07,128.2044677734375,0.006320569369120399
2017-06-08,143.00726318359375,7.379916011629462e-07
2017-06-09,143.5845947265625,4.7118569801440913e-07
2017-06-10,140.95745849609375,3.4235902519608175e-06
2017-06-11,147.2366485595703,2.3303243112948735e-08
2017-06-12,152.10818481445312,2.68024935579092e-10
2017-06-13,148.00857543945312,1.18906722246237e-08
2017-06-14,135.25558471679688,0.0001516586112468854
2017-06-15,140.06227111816406,6.50294129567186e-06
2017-06-16,142.68942260742188,9.418548010398098e-07
2017-06-17,141.34017944335938,2.5885638736955485e-06
2017-06-18,141.27529907226562,2.7148138510568742e-06
2017-06-19,140.57472229003906,4.513681943318915e-06
2017-06-20,132.36897277832028,0.0007926579976906822
2017-06-21,120.25169372558594,0.12410876037167218
2017-06-22,126.40763854980469,0.01384940787478306
2017-06-23,133.776611328125,0.0003617922642347171
2017-06-24,144.5446319580078,2.1987879517126885e-07
2017-06-25,140.8277130126953,3.761249970812841e-06
2017-06-26,140.12715148925778,6.21110594489771e-06
2017-06-27,132.6219482421875,0.000690579221231058
2017-06-28,137.81785583496094,3.010397513625307e-05
2017-06-29,146.98365783691406,2.897025219716909e-08
2017-06-30,139.42008972167972,1.0194165681820522e-05
2017-07-01,139.67306518554688,8.548735413560493e-06
2017-07-02,142.04722595214844,1.5314773653685165e-06
2017-07-03,138.00596618652344,2.6586196467226486e-05
2017-07-04,137.81785583496094,3.010397513625307e-05
2017-07-05,143.77919006347656,4.0439219506360757e-07
2017-07-06,131.92138671875,0.0010082731404421619
2017-07-07,145.63441467285156,9.033612169417893e-08
2017-07-08,138.84275817871094,1.5155664029986582e-05
2017-07-09,136.21562194824222,8.412181740502511e-05
2017-07-10,139.73794555664062,8.169549375658391e-06
2017-07-11,139.93254089355472,7.126292965731196e-06
2017-07-12,134.48365783691406,0.00024014339072642166
2017-07-13,139.42008972167972,1.0194165681820522e-05
2017-07-14,143.20187377929688,6.349199328514743e-07
2017-07-15,143.5845947265625,4.7118569801440913e-07
2017-07-16,143.39646911621094,5.458002934055628e-07
2017-07-17,135.06097412109378,0.00017049424754245202
2017-07-18,142.4948272705078,1.0923693731790252e-06
2017-07-19,137.49351501464844,3.7230481545469374e-05
2017-07-20,146.53607177734375,4.243394924330346e-08
2017-07-21,137.24052429199222,4.38725126590267e-05
2017-07-22,142.6245574951172,9.896588863966826e-07
2017-07-23,140.18551635742188,5.959321043746968e-06
2017-07-24,137.30540466308594,4.2069359267982165e-05
2017-07-25,132.433837890625,0.000765226658069329
2017-07-26,135.1258544921875,0.00016398289422481227
2017-07-27,139.16061401367188,1.2193889249445533e-05
2017-07-28,134.74313354492188,0.00020605906693660359
2017-07-29,130.89646911621094,0.001721646414246436
2017-07-30,130.89646911621094,0.001721646414246436
2017-07-31,130.89646911621094,0.001721646414246436
2017-08-01,130.89646911621094,0.001721646414246436
2017-08-02,131.34407043457028,0.0013666161755034878
2017-08-03,142.1121063232422,1.4586711911679373e-06
2017-08-04,136.21562194824222,8.412181740502511e-05
2017-08-05,132.433837890625,0.000765226658069329
2017-08-06,136.53347778320312,6.890898720413041e-05
2017-08-07,136.21562194824222,8.412181740502511e-05
2017-08-08,135.1258544921875,0.00016398289422481227
2017-08-09,126.72547912597656,0.012113455291650421
2017-08-10,132.81655883789062,0.0006205178948663903
2017-08-11,135.06097412109378,0.00017049424754245202
2017-08-12,130.89646911621094,0.001721646414246436
2017-08-13,131.98625183105472,0.0009739771600714153
2017-08-14,128.00987243652344,0.006903145232277419
2017-08-15,130.25428771972656,0.0023804084154128713
2017-08-16,130.96134948730472,0.0016654019560078392
2017-08-17,137.55839538574222,3.568772228401684e-05
2017-08-18,137.11079406738278,4.770011022925402e-05
2017-08-19,135.76805114746094,0.0001109947175141901
2017-08-20,136.46861267089844,7.178463082158082e-05
2017-08-21,140.380126953125,5.188472169903591e-06
2017-08-22,137.04592895507812,4.973062895685665e-05
2017-08-23,126.40763854980469,0.01384940787478306
2017-08-24,129.99481201171878,0.002706701833802283
2017-08-25,130.31915283203122,0.0023046736376333143
2017-08-26,132.1094970703125,0.0009117719977098648
