health_index,prediction_value
0.6978488531931228,54.644208908081055
0.6157170369218561,52.1717643737793
0.6082988616168561,51.94184494018555
0.6114743311107496,52.0404167175293
0.6286660544149691,52.570220947265625
0.6142265134327989,52.12566566467285
0.606860836743569,51.89713096618652
0.6564337294727904,53.41310691833496
0.6335992616328272,52.72109031677246
0.6431596652269486,53.01206398010254
0.6383114104790508,52.8647346496582
0.626720432316787,52.51058006286621
0.6441738260180447,53.042823791503906
0.6384338037615627,52.868459701538086
0.6798533222441518,54.11282730102539
0.6338687866627801,52.729318618774414
0.6516428688552968,53.26874923706055
0.6476207552373369,53.147220611572266
0.6531499591161605,53.31420707702637
0.6376697748454916,52.84520149230957
0.6448696013785293,53.06391525268555
0.6730666113669883,53.91104316711426
0.6640113846932786,53.64057159423828
0.6665482675320822,53.71649169921875
0.663295960036048,53.619140625
0.6791430364183789,54.091745376586914
0.6730234582060071,53.90975761413574
0.6635801575396632,53.627655029296875
0.6930151906633961,54.50198554992676
0.6754245071534234,53.98123741149902
0.6511664958101576,53.254371643066406
0.6286883448920804,52.57090377807617
0.6246844468172615,52.44808387756348
0.6429030074673744,53.004276275634766
0.6667125153392162,53.72140312194824
0.6584717258016015,53.47438621520996
0.6280601696117069,52.55165672302246
0.6306791623899257,52.6318473815918
0.6398263202242647,52.91082000732422
0.6342812902243542,52.74190902709961
0.6435054630578645,53.02255439758301
