health_index,prediction_value
0.9509839067833394,47.22375236302615
0.7771878628168554,46.97280316248536
0.9009878652269923,47.152446320801964
0.834661899764527,47.05693004861474
0.9793713474259229,47.26409896984696
0.9861175545852495,47.27367987215519
0.9157186709749137,47.17350127723068
0.7358851139441724,46.911262996047746
0.47436901474717075,46.48294256150722
0.5620423036429336,46.63653598666191
0.5883083730589842,46.68017636783422
0.5330084826327155,46.58713171228767
0.43387975286390945,46.40683415509759
0.3688343061633059,46.27531903903932
0.1823521991480318,45.782642571628095
0.1589213009805649,45.697493867874144
0.1772032343266805,45.76466493260116
0.17294573007468017,48.83728020191192
0.04290114092523556,49.58710148498416
0.08646070068665601,49.23556806176901
0.19091931425287756,48.775045373141765
0.1631695704091598,48.87318225190043
0.05348131328824968,49.48099921822548
0.06108314675266491,49.41515515059233
0.10164729362326796,49.14782534144819
0.08080962308316253,49.27140914097429
0.11409617583648779,49.08339527770877
0.1743661448614191,48.83219133339822
0.13363524424583462,48.99262084215879
0.25575925751569173,48.58087788283825
0.12148562528433615,49.04773360192777
0.13378347412440705,48.991972920894625
0.2038447492602642,48.732912818565964
0.23684012717583247,48.63350046123378
0.24015158798381075,48.62408186448738
0.27022017381786867,48.542455227561284
0.28382095606426283,48.50758480455726
0.258766757637068,48.57276555985212
0.33300585951636275,48.390107162445794
0.2702791829451394,48.54230137631297
0.41583974582337335,48.21517111569643
