health_index,prediction_value
0.29186188023212234,6.75543828010559
0.47904000534106417,11.462711954116818
0.5239850649993205,12.423109078407288
0.7847144208442253,17.37289308309555
0.80598210912597,17.747735214233398
0.7107157609290518,16.044266748428342
0.8590850801082613,18.673335647583002
0.9390438413688174,20.047550797462463
0.8872246237282034,19.159049344062804
0.8474897900143085,18.47232645750046
0.6897837494806554,15.660101795196534
0.8776216712817785,18.99360131025314
0.6551140644909319,15.01396448612213
0.6356321382073717,14.644865149259564
0.643559514601297,14.795612952113151
0.5943384334913795,13.846106159687043
0.6164026640644504,14.275833353400232
0.6115455306653715,14.181832039356228
0.6164511264007011,14.276769611239436
0.8023964446483856,17.68472338914871
0.6989970329837688,15.82970892190933
0.73195878672524,16.43006763905287
0.9499470992059837,20.233809435367576
0.9193239614253272,19.71015875339508
0.6023858674669217,14.003655987977979
0.5056620559178668,12.037050825357435
0.4576782453638272,10.989155280590055
0.42932241448741526,10.340898799896241
0.5028071877735001,11.976245540380475
0.5292214996403304,12.532153981924058
0.5989248767878905,13.936015689373017
0.5728209038353602,13.419944721460343
0.730944565460852,16.41173549890518
0.5866931639228268,13.695524114370347
0.6720332181831757,15.330908930301666
0.7145988842533968,16.115084028244016
0.6451623737900689,14.825998723506926
0.7063129663830233,15.963806182146072
0.8512609548391886,18.537761771678923
0.9179725012679836,19.687007594108575
0.5948182155611985,13.85552625656128
0.959179219458318,20.391393768787385
